Recall	Precision: exact match	F1: exact match	F0.5 exact match	Precision: exact or hpoNarrower	F1: exact or hpoNarrower	F0.5: exact or hpoNarrower	Precision: all	F1: all	F0.5: all	String/substring: HPO ↔ Phecode	String/substring: HPO ↔ ICD	SORTA: Phecode → HPO	SORTA: Phecode → ICD	UMLS: HPO ↔ ICD	WikiMedMap: HPO → ICD
0.6526190476190477	0.09895833333333333	0.1718574690795813	0.11918002204231977	0.640625	0.6465664050813522	0.6429884105202449	0.7552083333333334	0.7001758168967438	0.732188860493838	Yes + children	Yes + children	Yes + children		Yes	Yes + children
0.6452380952380953	0.0918918918918919	0.16087298123090354	0.11091583204930663	0.6432432432432433	0.6442391250062429	0.6436412262494013	0.7621621621621623	0.6988432170454026	0.7355058515552819	Yes + children	Yes + children	Yes (Strict threshold)	Yes (Strict threshold) + children	Yes	Yes + children
0.6754761904761905	0.10096153846153846	0.175666670598087	0.1216560265034812	0.6394230769230769	0.6569553650400106	0.6463224875504626	0.7451923076923076	0.7086236681127004	0.7301211004641054	Yes + children	Yes + children	Yes (Strict threshold)	Yes + children	Yes	Yes + children
0.6426190476190476	0.09239130434782608	0.1615553083011746	0.11148209988609548	0.6467391304347826	0.6446725062624445	0.6459108928094522	0.7663043478260869	0.6990327107610469	0.7378995479829865	Yes + children	Yes + children	Yes (Strict threshold)	Yes (Strict threshold)	Yes	Yes + children
0.6492857142857142	0.10052910052910052	0.1741019450506802	0.12097858795972002	0.6507936507936507	0.6500388080267208	0.6504915034139938	0.7671957671957671	0.7033332355036405	0.7403078395513837	Yes + children	Yes + children	Yes (Strict threshold)	Yes	Yes	Yes + children
0.6416666666666667	0.09239130434782608	0.16152517275419545	0.11147635917699956	0.6467391304347826	0.6441929133858267	0.6457182320441989	0.7663043478260869	0.6984688625836336	0.7376481139254267	Yes + children	Yes + children	Yes (Strict threshold)		Yes	Yes + children
0.6478571428571429	0.0967741935483871	0.1683943435343627	0.11661295299482294	0.6451612903225806	0.6465064062583531	0.6456986644645044	0.7634408602150538	0.7009159133827843	0.7371383961685333	Yes + children	Yes + children	Yes	Yes (Strict threshold) + children	Yes	Yes + children
0.675952380952381	0.10096153846153846	0.1756827638232417	0.1216591136897163	0.6394230769230769	0.6571805011173845	0.6464096323829505	0.7451923076923076	0.7088856168929498	0.7302323096080778	Yes + children	Yes + children	Yes	Yes + children	Yes	Yes + children
0.6452380952380953	0.0972972972972973	0.16909610884825374	0.11720326765977897	0.6486486486486487	0.6469388770080072	0.6479636566509923	0.7675675675675676	0.7011068093828285	0.7395264816665386	Yes + children	Yes + children	Yes	Yes (Strict threshold)	Yes	Yes + children
0.6497619047619048	0.10052910052910052	0.1741190534956622	0.12098189203163526	0.6507936507936507	0.6502773685296417	0.6505870395437651	0.7671957671957671	0.7036125254605119	0.7404315817679119	Yes + children	Yes + children	Yes	Yes	Yes	Yes + children
0.6442857142857142	0.0972972972972973	0.16906336231582236	0.11719697407172144	0.6486486486486487	0.6464598202287455	0.6477713410255183	0.7675675675675676	0.7005442065250089	0.7392759846700836	Yes + children	Yes + children	Yes		Yes	Yes + children
0.6452380952380953	0.0918918918918919	0.16087298123090354	0.11091583204930663	0.6432432432432433	0.6442391250062429	0.6436412262494013	0.7621621621621623	0.6988432170454026	0.7355058515552819	Yes + children	Yes + children		Yes (Strict threshold) + children	Yes	Yes + children
0.6754761904761905	0.10096153846153846	0.175666670598087	0.1216560265034812	0.6394230769230769	0.6569553650400106	0.6463224875504626	0.7451923076923076	0.7086236681127004	0.7301211004641054	Yes + children	Yes + children		Yes + children	Yes	Yes + children
0.6426190476190476	0.09239130434782608	0.1615553083011746	0.11148209988609548	0.6467391304347826	0.6446725062624445	0.6459108928094522	0.7663043478260869	0.6990327107610469	0.7378995479829865	Yes + children	Yes + children		Yes (Strict threshold)	Yes	Yes + children
0.6492857142857142	0.10052910052910052	0.1741019450506802	0.12097858795972002	0.6507936507936507	0.6500388080267208	0.6504915034139938	0.7671957671957671	0.7033332355036405	0.7403078395513837	Yes + children	Yes + children		Yes	Yes	Yes + children
0.6411904761904762	0.09239130434782608	0.1615100756378415	0.11147348264967019	0.6467391304347826	0.6439528509653254	0.6456217302590651	0.7663043478260869	0.6981866523491512	0.7375221812350635	Yes + children	Yes + children			Yes	Yes + children
0.5376190476190477	0.11965811965811966	0.195748422532246	0.14168871868792268	0.6752136752136753	0.5986113767773068	0.6423347045538348	0.8205128205128206	0.6496030782785375	0.7423846394108268	Yes + children	Yes + children	Yes (Strict threshold) + children	Yes (Strict threshold) + children	Yes	Yes
0.5814285714285714	0.1310344827586207	0.21386987485307338	0.15505694578119988	0.6620689655172414	0.6191340173513449	0.6441996966299545	0.7793103448275862	0.6659812475111321	0.7296452595507044	Yes + children	Yes + children	Yes (Strict threshold) + children	Yes + children	Yes	Yes
0.5314285714285715	0.12280701754385964	0.1995096536929206	0.14512461545320787	0.6754385964912282	0.5948415500269968	0.6407136338421345	0.824561403508772	0.6463108088126572	0.7426348159978254	Yes + children	Yes + children	Yes (Strict threshold) + children	Yes (Strict threshold)	Yes	Yes
0.5380952380952381	0.13445378151260504	0.21514845005057417	0.15818576328130465	0.6806722689075629	0.6010440949535409	0.6464165654397016	0.8235294117647058	0.6508948775972022	0.7445406626506023	Yes + children	Yes + children	Yes (Strict threshold) + children	Yes	Yes	Yes
