Recall	Precision: exact match	F1: exact match	F0.5 exact match	Precision: exact or hpoNarrower	F1: exact or hpoNarrower	F0.5: exact or hpoNarrower	Precision: all	F1: all	F0.5: all	String/substring: HPO ↔ Phecode	String/substring: HPO ↔ ICD	SORTA: Phecode → HPO	SORTA: Phecode → ICD	PheMap: HPO ↔ Phecode	UMLS: HPO ↔ ICD	WikiMedMap: HPO → ICD
0.6754761904761905	0.08955223880597014	0.15813897314647501	0.108349161570229	0.6455223880597015	0.660159686223028	0.6512987199113344	0.6902985074626866	0.6828069180311661	0.6872822308776972	Yes + children	Yes + children	Yes + children	Yes	Yes	Yes + children	Yes + children
0.6723809523809524	0.08955223880597014	0.1580538039625387	0.10833316283732634	0.6455223880597015	0.6586779845655211	0.6507210580490623	0.6902985074626866	0.6812219330409067	0.6866390069415675	Yes + children	Yes + children	Yes + children	Yes		Yes + children	Yes + children
0.6685714285714286	0.09056603773584905	0.15952279505752023	0.10949929808142254	0.6452830188679245	0.6567208271787297	0.6498099970768781	0.690566037735849	0.679390766301761	0.6860521003556667	Yes + children	Yes + children	Yes + children		Yes (Strict threshold) + children	Yes + children	Yes + children
0.6721428571428572	0.08480565371024736	0.1506086968119692	0.10276553222935315	0.618374558303887	0.6441386027463168	0.6284288344176363	0.6607773851590106	0.6664116659060827	0.6630196260470893	Yes + children	Yes + children	Yes + children		Yes + children	Yes + children	Yes + children
0.6666666666666666	0.09125475285171103	0.1605351170568562	0.11029411764705883	0.6425855513307985	0.6544046466602129	0.6472615855993872	0.688212927756654	0.6772684752104771	0.6837929731771816	Yes + children	Yes + children	Yes + children		Yes (Strict threshold)	Yes + children	Yes + children
0.6692857142857143	0.09125475285171103	0.16061078951973173	0.11030840046933066	0.6425855513307985	0.6556639221913293	0.6477537870482786	0.688212927756654	0.6786173726719631	0.6843423257075159	Yes + children	Yes + children	Yes + children		Yes	Yes + children	Yes + children
0.6657142857142857	0.09125475285171103	0.16050746996943124	0.11028889695324949	0.6425855513307985	0.6539454782485946	0.6470818297147891	0.688212927756654	0.6767766731659566	0.6835923570182776	Yes + children	Yes + children	Yes + children			Yes + children	Yes + children
0.6661904761904762	0.09195402298850575	0.1616021600860569	0.1111084637805469	0.6475095785440613	0.6567172055958079	0.6511614712777396	0.6896551724137931	0.6777197805524943	0.6848309216580839	Yes + children	Yes + children	Yes (Strict threshold)	Yes (Strict threshold) + children	Yes (Strict threshold) + children	Yes + children	Yes + children
0.6692857142857143	0.08602150537634409	0.1524491310846951	0.10417940649981657	0.6200716845878137	0.6437394638449794	0.629326837964674	0.6594982078853048	0.6643559148631178	0.6614327410894874	Yes + children	Yes + children	Yes (Strict threshold)	Yes (Strict threshold) + children	Yes + children	Yes + children	Yes + children
0.6642857142857143	0.09266409266409266	0.1626407257623784	0.11192682633289205	0.6447876447876448	0.6543914719700001	0.64859514900441	0.6872586872586873	0.6755769583936989	0.6825378500511264	Yes + children	Yes + children	Yes (Strict threshold)	Yes (Strict threshold) + children	Yes (Strict threshold)	Yes + children	Yes + children
0.6666666666666666	0.09266409266409266	0.16271186440677965	0.11194029850746268	0.6447876447876448	0.6555446516192345	0.6490478041197046	0.6872586872586873	0.6768060836501901	0.6830391404451267	Yes + children	Yes + children	Yes (Strict threshold)	Yes (Strict threshold) + children	Yes	Yes + children	Yes + children
0.6633333333333333	0.09266409266409266	0.16261214483920938	0.11192141129712604	0.6447876447876448	0.6539290247045976	0.6484133549776794	0.6872586872586873	0.6750840948723569	0.6823365335716818	Yes + children	Yes + children	Yes (Strict threshold)	Yes (Strict threshold) + children		Yes + children	Yes + children
0.6795238095238095	0.08540925266903915	0.151745619612439	0.10350905613571025	0.6334519572953736	0.6556795609632067	0.6421596684714129	0.6725978647686832	0.6760430988347974	0.6739717359839427	Yes + children	Yes + children	Yes (Strict threshold)	Yes + children	Yes (Strict threshold) + children	Yes + children	Yes + children
0.6826190476190476	0.0802675585284281	0.1436443212290182	0.09746915629855185	0.6086956521739131	0.6435414178177182	0.6221711040289679	0.6454849498327759	0.6635328597047786	0.6525850023068583	Yes + children	Yes + children	Yes (Strict threshold)	Yes + children	Yes + children	Yes + children	Yes + children
0.6780952380952381	0.08602150537634409	0.15267502948429293	0.1042215586392646	0.6308243727598567	0.6536062256159896	0.6397438410769131	0.6702508960573478	0.6741502488620197	0.6718052116067339	Yes + children	Yes + children	Yes (Strict threshold)	Yes + children	Yes (Strict threshold)	Yes + children	Yes + children
0.6804761904761905	0.08602150537634409	0.15273519175400976	0.1042327694989679	0.6308243727598567	0.6547102595240605	0.6401664864556671	0.6702508960573478	0.6753248394282978	0.6722712964863767	Yes + children	Yes + children	Yes (Strict threshold)	Yes + children	Yes	Yes + children	Yes + children
0.6773809523809524	0.08602150537634409	0.15265690762446132	0.10421818048610731	0.6308243727598567	0.6532742317941493	0.6396165775045859	0.6702508960573478	0.6737970623529672	0.6716648739275128	Yes + children	Yes + children	Yes (Strict threshold)	Yes + children		Yes + children	Yes + children
0.6657142857142857	0.09230769230769231	0.1621339518701073	0.11151882578174857	0.6461538461538462	0.6557882392360529	0.6499734325185973	0.6884615384615385	0.6768968595309584	0.6837885693674788	Yes + children	Yes + children	Yes (Strict threshold)	Yes (Strict threshold)	Yes (Strict threshold) + children	Yes + children	Yes + children
0.669047619047619	0.08633093525179857	0.1529286378375927	0.10454128326595402	0.6187050359712231	0.6428922970510382	0.6281582066584874	0.658273381294964	0.6636167714127166	0.6604003780834866	Yes + children	Yes + children	Yes (Strict threshold)	Yes (Strict threshold)	Yes + children	Yes + children	Yes + children
0.6638095238095238	0.08949416342412451	0.1577241131646653	0.10822016941509399	0.642023346303502	0.6527346975841354	0.6462654225942552	0.6848249027237354	0.674153474991001	0.6805160454269091	Yes + children	Yes + children	Yes (Strict threshold)	Yes (Strict threshold)	Yes (Strict threshold)	Yes + children	Yes + children
0.6661904761904762	0.08949416342412451	0.15779111079508537	0.10823278205038508	0.642023346303502	0.6538836869709069	0.646715474888383	0.6848249027237354	0.675379178021321	0.6810150837605627	Yes + children	Yes + children	Yes (Strict threshold)	Yes (Strict threshold)	Yes	Yes + children	Yes + children
0.6628571428571428	0.08949416342412451	0.15769719537784083	0.1082150998191007	0.642023346303502	0.6522739277863923	0.6460846728732202	0.6848249027237354	0.6736619811258496	0.6803156323309874	Yes + children	Yes + children	Yes (Strict threshold)	Yes (Strict threshold)		Yes + children	Yes + children
0.6719047619047619	0.09056603773584905	0.15961726547494196	0.1095170950674618	0.6490566037735849	0.6602830849594961	0.6535010717016899	0.690566037735849	0.6811076014059336	0.6867513138577416	Yes + children	Yes + children	Yes (Strict threshold)	Yes	Yes (Strict threshold) + children	Yes + children	Yes + children
0.6752380952380952	0.08480565371024736	0.1506860839417836	0.10277993882491653	0.6219081272084807	0.6474768256076711	0.6318893889737368	0.6607773851590106	0.6679294805754199	0.6636197641895694	Yes + children	Yes + children	Yes (Strict threshold)	Yes	Yes + children	Yes + children	Yes + children
0.67	0.08778625954198473	0.1552332023773547	0.10625241326052182	0.6450381679389313	0.6572821733325593	0.6498806189448552	0.6870229007633588	0.6784046802047591	0.6835494694839939	Yes + children	Yes + children	Yes (Strict threshold)	Yes	Yes (Strict threshold)	Yes + children	Yes + children
0.6723809523809524	0.08778625954198473	0.1552969080249806	0.10626434810834015	0.6450381679389313	0.658425813002522	0.6503273602532544	0.6870229007633588	0.6796230733851734	0.6840437167882457	Yes + children	Yes + children	Yes (Strict threshold)	Yes	Yes	Yes + children	Yes + children
0.6692857142857143	0.08778625954198473	0.15521401254618392	0.10624881677341999	0.6450381679389313	0.6569382734487464	0.6497460970838093	0.6870229007633588	0.6780383281004394	0.6834006496074477	Yes + children	Yes + children	Yes (Strict threshold)	Yes		Yes + children	Yes + children
0.6647619047619048	0.09230769230769231	0.16210567060189668	0.11151347321333474	0.6461538461538462	0.6553258075332514	0.6497916481957621	0.6884615384615385	0.6764041902390169	0.6835873811373611	Yes + children	Yes + children	Yes (Strict threshold)		Yes (Strict threshold) + children	Yes + children	Yes + children
0.6683333333333333	0.08633093525179857	0.1529099604378843	0.1045377917586333	0.6187050359712231	0.6425623491927446	0.6280321683008203	0.658273381294964	0.663265213893835	0.6602610704825521	Yes + children	Yes + children	Yes (Strict threshold)		Yes + children	Yes + children	Yes + children
0.6628571428571428	0.08949416342412451	0.15769719537784083	0.1082150998191007	0.642023346303502	0.6522739277863923	0.6460846728732202	0.6848249027237354	0.6736619811258496	0.6803156323309874	Yes + children	Yes + children	Yes (Strict threshold)		Yes (Strict threshold)	Yes + children	Yes + children
0.6654761904761904	0.08949416342412451	0.1577710558769933	0.10822900742795957	0.642023346303502	0.6535394295391178	0.646580731634822	0.6848249027237354	0.6750119209750842	0.6808656704849327	Yes + children	Yes + children	Yes (Strict threshold)		Yes	Yes + children	Yes + children
0.6619047619047619	0.08949416342412451	0.15767020935565804	0.10821001611134429	0.642023346303502	0.65181248490188	0.6459035045228735	0.6848249027237354	0.6731697921109475	0.6801147610257323	Yes + children	Yes + children	Yes (Strict threshold)			Yes + children	Yes + children
0.6671428571428571	0.09195402298850575	0.16163014557961453	0.11111375478836041	0.6475095785440613	0.6571796142172558	0.6513432412090161	0.6896551724137931	0.6782122499364629	0.6850319779381565	Yes + children	Yes + children	Yes	Yes (Strict threshold) + children	Yes (Strict threshold) + children	Yes + children	Yes + children
0.6702380952380952	0.08602150537634409	0.15247380625941537	0.10418401524824665	0.6200716845878137	0.6441796710946206	0.6294950544706241	0.6594982078853048	0.6648247801127595	0.6616185614944027	Yes + children	Yes + children	Yes	Yes (Strict threshold) + children	Yes + children	Yes + children	Yes + children
0.6652380952380952	0.09266409266409266	0.16266923485589108	0.1119322263856654	0.6447876447876448	0.6548532468425581	0.6487765240334774	0.6872586872586873	0.6760691278005174	0.6827387084232978	Yes + children	Yes + children	Yes	Yes (Strict threshold) + children	Yes (Strict threshold)	Yes + children	Yes + children
0.6676190476190477	0.09266409266409266	0.16274019510637988	0.11194566137368984	0.6447876447876448	0.6560047519115517	0.6492281379701992	0.6872586872586873	0.677296524172296	0.6832388603669114	Yes + children	Yes + children	Yes	Yes (Strict threshold) + children	Yes	Yes + children	Yes + children
0.6642857142857143	0.09266409266409266	0.1626407257623784	0.11192682633289205	0.6447876447876448	0.6543914719700001	0.64859514900441	0.6872586872586873	0.6755769583936989	0.6825378500511264	Yes + children	Yes + children	Yes	Yes (Strict threshold) + children		Yes + children	Yes + children
0.6797619047619048	0.08540925266903915	0.15175155444574254	0.1035101606733901	0.6334519572953736	0.6557903803904236	0.6422021826710678	0.6725978647686832	0.6761609092418495	0.6740185669103281	Yes + children	Yes + children	Yes	Yes + children	Yes (Strict threshold) + children	Yes + children	Yes + children
0.6828571428571428	0.0802675585284281	0.1436495911646486	0.09747012683351233	0.6086956521739131	0.643647205924786	0.6222106515917881	0.6454849498327759	0.6636453230319902	0.6526285109537796	Yes + children	Yes + children	Yes	Yes + children	Yes + children	Yes + children	Yes + children
0.6783333333333333	0.08602150537634409	0.15268106257766526	0.10422268315792171	0.6308243727598567	0.6537168097174121	0.6397862139432525	0.6702508960573478	0.6742678945573259	0.671851938165152	Yes + children	Yes + children	Yes	Yes + children	Yes (Strict threshold)	Yes + children	Yes + children
0.6807142857142857	0.08602150537634409	0.15274118743050616	0.10423388640365751	0.6308243727598567	0.6548204424473001	0.6402086189680813	0.6702508960573478	0.6754420707730151	0.6723177610710547	Yes + children	Yes + children	Yes	Yes + children	Yes	Yes + children	Yes + children
0.6776190476190476	0.08602150537634409	0.15266295201121102	0.10421930730414022	0.6308243727598567	0.6533849366763326	0.639659022878241	0.6702508960573478	0.6739148327818699	0.6717116795101699	Yes + children	Yes + children	Yes	Yes + children		Yes + children	Yes + children
0.6666666666666666	0.09230769230769231	0.16216216216216217	0.11152416356877325	0.6461538461538462	0.65625	0.6501547987616099	0.6884615384615385	0.6773888363292336	0.6839893007260222	Yes + children	Yes + children	Yes	Yes (Strict threshold)	Yes (Strict threshold) + children	Yes + children	Yes + children
0.67	0.08633093525179857	0.15295348615999238	0.10454592738999273	0.6187050359712231	0.6433316585719868	0.6283259181715083	0.658273381294964	0.6640849266099768	0.6605857506141977	Yes + children	Yes + children	Yes	Yes (Strict threshold)	Yes + children	Yes + children	Yes + children
0.6647619047619048	0.08949416342412451	0.15775096297460892	0.10822522495800153	0.642023346303502	0.6531947957667397	0.6464457551353062	0.6848249027237354	0.6746442751780685	0.6807160018795494	Yes + children	Yes + children	Yes	Yes (Strict threshold)	Yes (Strict threshold)	Yes + children	Yes + children
0.6671428571428571	0.08949416342412451	0.1578177917851292	0.10823780271516557	0.642023346303502	0.6543421125259533	0.6468947707765256	0.6848249027237354	0.6758682504245146	0.681213905409796	Yes + children	Yes + children	Yes	Yes (Strict threshold)	Yes	Yes + children	Yes + children
0.6638095238095238	0.08949416342412451	0.1577241131646653	0.10822016941509399	0.642023346303502	0.6527346975841354	0.6462654225942552	0.6848249027237354	0.674153474991001	0.6805160454269091	Yes + children	Yes + children	Yes	Yes (Strict threshold)		Yes + children	Yes + children
0.6721428571428572	0.09056603773584905	0.1596239817645292	0.10951835974628052	0.6490566037735849	0.6603980292350536	0.6535461050183322	0.690566037735849	0.681229911089573	0.6868010465357433	Yes + children	Yes + children	Yes	Yes	Yes (Strict threshold) + children	Yes + children	Yes + children
0.6754761904761905	0.08480565371024736	0.1506920106985839	0.10278104172226778	0.6219081272084807	0.6475862654832365	0.6319310782639158	0.6607773851590106	0.6680459443004375	0.6636657456158348	Yes + children	Yes + children	Yes	Yes	Yes + children	Yes + children	Yes + children
0.6702380952380952	0.08778625954198473	0.1552395909510508	0.10625361044007982	0.6450381679389313	0.657396723622118	0.6499254082056438	0.6870229007633588	0.6785267118839261	0.6835990199993524	Yes + children	Yes + children	Yes	Yes	Yes (Strict threshold)	Yes + children	Yes + children
0.6726190476190477	0.08778625954198473	0.15530325664774425	0.10626553709276461	0.6450381679389313	0.6585399496534363	0.6503718940714909	0.6870229007633588	0.6797446780068843	0.6840929882150353	Yes + children	Yes + children	Yes	Yes	Yes	Yes + children	Yes + children
0.6695238095238095	0.08778625954198473	0.1552204131787113	0.10625001642804384	0.6450381679389313	0.6570529482684246	0.6497909634060167	0.6870229007633588	0.6781604883355753	0.6834502843118616	Yes + children	Yes + children	Yes	Yes		Yes + children	Yes + children
0.6657142857142857	0.09230769230769231	0.1621339518701073	0.11151882578174857	0.6461538461538462	0.6557882392360529	0.6499734325185973	0.6884615384615385	0.6768968595309584	0.6837885693674788	Yes + children	Yes + children	Yes		Yes (Strict threshold) + children	Yes + children	Yes + children
